16,11,2,2016,4.8897
16,12,2,2016,0.71187
16,20,2,2016,2.2099
16,22,2,2016,0.8687
16,9,3,2016,7.8443
16,23,3,2016,4.5572
16,29,3,2016,0.18058
16,3,4,2016,0.16193
16,15,4,2016,0.11606
16,19,4,2016,3.1179
16,22,4,2016,0.19352
16,13,5,2016,0.1476
16,26,5,2016,0.045127
16,11,6,2016,0.50946
16,16,6,2016,0.15257
16,18,6,2016,0.29151
16,27,6,2016,0.0074242
16,28,6,2016,0.14985
16,2,7,2016,0.059447
16,14,7,2016,0.036578
16,22,7,2016,0.059031
16,3,8,2016,0.3141
16,13,8,2016,0.27043
16,21,8,2016,0.038432
16,25,8,2016,0.12625
16,3,9,2016,0.34454
16,4,9,2016,0.53543
16,18,9,2016,0.35513
16,24,9,2016,0.44369
16,3,10,2016,0.40173
16,23,10,2016,0.99731
16,24,10,2016,2.1512
16,13,11,2016,30.817
16,16,11,2016,25.321
16,23,11,2016,30.262
16,25,11,2016,67.998
16,7,12,2016,15.104
16,19,12,2016,27.252
16,30,1,2017,2.1012
16,31,1,2017,2.566
16,14,2,2017,3.7768
16,19,2,2017,3.0314
16,20,2,2017,6.9749
16,7,3,2017,1.2057
16,10,3,2017,2.1753
16,2,4,2017,0.26034
16,5,4,2017,0.47561
16,9,4,2017,0.80684
16,20,4,2017,0.2173
16,27,4,2017,0.12404
16,21,6,2017,3.3777
16,23,6,2017,1.9832
16,25,6,2017,1.9074
16,5,7,2017,2.6514
16,8,7,2017,0.050845
16,10,7,2017,0.079755
16,16,7,2017,0.029785
16,30,7,2017,0.21704
16,4,8,2017,0.32745
16,6,8,2017,0.41814
16,10,8,2017,0.16971
16,15,8,2017,0.084597
16,27,8,2017,1.0956
16,4,9,2017,4.5214
16,7,9,2017,0.25144
16,22,9,2017,3.6849
16,29,9,2017,0.18923
16,27,10,2017,1.1517
