8,29,2,2016,0.47614
8,4,3,2016,0.45073
8,26,4,2016,0.29873
8,5,5,2016,1.2743
8,6,5,2016,0.53282
8,9,5,2016,0.21474
8,28,5,2016,0.3484
8,6,7,2016,0.70794
8,15,7,2016,0.21541
8,18,7,2016,0.032906
8,21,7,2016,0.82734
8,7,8,2016,0.38575
8,9,8,2016,0.0085812
8,8,9,2016,7.3763
8,16,9,2016,0.16995
8,29,9,2016,0.61044
8,1,10,2016,0.60295
8,11,10,2016,0.14447
8,23,10,2016,0.17522
8,22,11,2016,0.26405
8,10,1,2017,1.0133
8,12,1,2017,1.5111
8,18,1,2017,0.61124
8,21,1,2017,0.34328
8,27,1,2017,0.39154
8,28,1,2017,1.2137
8,7,2,2017,0.20846
8,9,2,2017,7.0453
8,11,2,2017,0.58313
8,12,3,2017,0.84832
8,19,3,2017,0.029339
8,21,3,2017,0.55769
8,23,3,2017,1.0045
8,9,4,2017,0.74843
8,15,4,2017,0.12274
8,16,4,2017,0.21601
8,23,4,2017,0.32343
8,30,4,2017,0.6458
8,3,5,2017,0.56928
8,18,5,2017,0.00060296
8,1,6,2017,0.28124
8,8,6,2017,0.193
8,12,6,2017,0.26894
8,13,6,2017,0.31117
8,17,6,2017,2.8831
8,18,6,2017,2.0548
8,20,6,2017,2.1349
8,22,6,2017,1.8545
8,14,7,2017,0.38492
8,21,7,2017,0.17997
8,5,8,2017,0.1111
8,11,8,2017,0.16921
8,17,8,2017,0.69999
8,21,8,2017,0.65514
8,29,8,2017,0.58101
8,4,9,2017,0.015699
8,6,9,2017,0.33514
8,18,9,2017,0.36059
8,2,10,2017,0.92898
8,15,10,2017,6.8338
